State,YEAR,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
Minnesota,2018,Total Electric Power Industry,Wind,10713650.0
Minnesota,2018,Total Electric Power Industry,Wood and Wood Derived Fuels,1113299.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Coal,2407.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Natural Gas,94495.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Other,31143.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Other Biomass,17046.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Petroleum,1895.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Wind,24562.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,19390.0
Minnesota,2019,"Combined Heat and Power, Electric Power",Natural Gas,674815.0
Minnesota,2019,"Combined Heat and Power, Electric Power",Other Biomass,57931.0
Minnesota,2019,"Combined Heat and Power, Electric Power",Petroleum,2552.0
Minnesota,2019,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,141565.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Coal,197427.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,96545.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Natural Gas,118972.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Other,48092.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Other Biomass,6496.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Petroleum,1434.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,657733.0
Minnesota,2019,"Electric Generators, Electric Utilities",Coal,17604655.0
Minnesota,2019,"Electric Generators, Electric Utilities",Hydroelectric Conventional,758475.0
Minnesota,2019,"Electric Generators, Electric Utilities",Natural Gas,9559541.0
Minnesota,2019,"Electric Generators, Electric Utilities",Nuclear,14104547.0
Minnesota,2019,"Electric Generators, Electric Utilities",Other,134581.0
Minnesota,2019,"Electric Generators, Electric Utilities",Other Biomass,139174.0
Minnesota,2019,"Electric Generators, Electric Utilities",Petroleum,40417.0
Minnesota,2019,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2630.0
Minnesota,2019,"Electric Generators, Electric Utilities",Wind,2449944.0
Minnesota,2019,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,18449.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,201013.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Natural Gas,2159261.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Other,141090.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Other Biomass,130195.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Petroleum,4349.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1246205.0
Minnesota,2019,"Electric Generators, Independent Power Producers",Wind,8490364.0
Minnesota,2019,Total Electric Power Industry,Coal,17804486.0
Minnesota,2019,Total Electric Power Industry,Hydroelectric Conventional,1056034.0
Minnesota,2019,Total Electric Power Industry,Natural Gas,12607087.0
Minnesota,2019,Total Electric Power Industry,Nuclear,14104547.0
Minnesota,2019,Total Electric Power Industry,Other,354907.0
Minnesota,2019,Total Electric Power Industry,Other Biomass,350845.0
Minnesota,2019,Total Electric Power Industry,Petroleum,50647.0
Minnesota,2019,Total Electric Power Industry,Solar Thermal and Photovoltaic,1248834.0
Minnesota,2019,Total Electric Power Industry,Wind,10964870.0
Minnesota,2019,Total Electric Power Industry,Wood and Wood Derived Fuels,837137.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Coal,1320.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Natural Gas,97152.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Other,38003.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Other Biomass,15253.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Petroleum,3284.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Wind,25351.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,28915.0
Minnesota,2020,"Combined Heat and Power, Electric Power",Natural Gas,892009.0
Minnesota,2020,"Combined Heat and Power, Electric Power",Other Biomass,55185.0
Minnesota,2020,"Combined Heat and Power, Electric Power",Petroleum,666.0
Minnesota,2020,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,135700.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Coal,121355.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,68110.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Natural Gas,118819.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Other,24290.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Other Biomass,4748.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Petroleum,1305.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,639120.0
Minnesota,2020,"Electric Generators, Electric Utilities",Coal,13915160.0
Minnesota,2020,"Electric Generators, Electric Utilities",Hydroelectric Conventional,673605.0
Minnesota,2020,"Electric Generators, Electric Utilities",Natural Gas,7654153.0
Minnesota,2020,"Electric Generators, Electric Utilities",Nuclear,14677288.0
Minnesota,2020,"Electric Generators, Electric Utilities",Other,140456.0
Minnesota,2020,"Electric Generators, Electric Utilities",Other Biomass,145093.0
Minnesota,2020,"Electric Generators, Electric Utilities",Petroleum,24367.0
Minnesota,2020,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,19181.0
Minnesota,2020,"Electric Generators, Electric Utilities",Wind,3013290.0
Minnesota,2020,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,8555.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,260129.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Natural Gas,3052859.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Other,124870.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Other Biomass,123251.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Petroleum,345.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1614457.0
Minnesota,2020,"Electric Generators, Independent Power Producers",Wind,8792496.0
Minnesota,2020,Total Electric Power Industry,Coal,14037836.0
Minnesota,2020,Total Electric Power Industry,Hydroelectric Conventional,1001844.0
Minnesota,2020,Total Electric Power Industry,Natural Gas,11814994.0
Minnesota,2020,Total Electric Power Industry,Nuclear,14677288.0
Minnesota,2020,Total Electric Power Industry,Other,327619.0
Minnesota,2020,Total Electric Power Industry,Other Biomass,343528.0
Minnesota,2020,Total Electric Power Industry,Petroleum,29966.0
Minnesota,2020,Total Electric Power Industry,Solar Thermal and Photovoltaic,1633640.0
Minnesota,2020,Total Electric Power Industry,Wind,11831136.0
Minnesota,2020,Total Electric Power Industry,Wood and Wood Derived Fuels,812292.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Coal,9374.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Natural Gas,108270.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Other,34082.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Other Biomass,15105.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Petroleum,2055.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Wind,24257.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,101325.0
Minnesota,2021,"Combined Heat and Power, Electric Power",Natural Gas,842774.0
Minnesota,2021,"Combined Heat and Power, Electric Power",Other Biomass,69789.0
Minnesota,2021,"Combined Heat and Power, Electric Power",Petroleum,635.0
Minnesota,2021,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,147242.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",Coal,136306.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,50878.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",Natural Gas,131272.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",Other Biomass,5247.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",Petroleum,1790.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,684463.0
Minnesota,2021,"Electric Generators, Electric Utilities",Coal,15672502.0
Minnesota,2021,"Electric Generators, Electric Utilities",Hydroelectric Conventional,611696.0
Minnesota,2021,"Electric Generators, Electric Utilities",Natural Gas,8239550.0
Minnesota,2021,"Electric Generators, Electric Utilities",Nuclear,14122771.0
Minnesota,2021,"Electric Generators, Electric Utilities",Other,116095.0
Minnesota,2021,"Electric Generators, Electric Utilities",Other Biomass,124871.0
Minnesota,2021,"Electric Generators, Electric Utilities",Petroleum,33487.0
Minnesota,2021,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,25867.0
Minnesota,2021,"Electric Generators, Electric Utilities",Wind,3719029.0
Minnesota,2021,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,22487.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,235342.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Natural Gas,2939250.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Other,158724.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Other Biomass,147720.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Petroleum,30.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1896311.0
Minnesota,2021,"Electric Generators, Independent Power Producers",Wind,9197429.0
Minnesota,2021,Total Electric Power Industry,Coal,15818178.0
Minnesota,2021,Total Electric Power Industry,Hydroelectric Conventional,897913.0
Minnesota,2021,Total Electric Power Industry,Natural Gas,12261115.0
Minnesota,2021,Total Electric Power Industry,Nuclear,14122771.0
Minnesota,2021,Total Electric Power Industry,Other,308902.0
Minnesota,2021,Total Electric Power Industry,Other Biomass,362738.0
Minnesota,2021,Total Electric Power Industry,Petroleum,37997.0
Minnesota,2021,Total Electric Power Industry,Solar Thermal and Photovoltaic,1922177.0
Minnesota,2021,Total Electric Power Industry,Wind,12940711.0
Minnesota,2021,Total Electric Power Industry,Wood and Wood Derived Fuels,955515.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Coal,7501.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Natural Gas,47374.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Other,13217.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Other Biomass,6525.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Petroleum,578.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Wind,12758.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,48446.0
Minnesota,2022,"Combined Heat and Power, Electric Power",Natural Gas,342442.0
Minnesota,2022,"Combined Heat and Power, Electric Power",Other Biomass,29476.0
Minnesota,2022,"Combined Heat and Power, Electric Power",Petroleum,255.0
Minnesota,2022,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,58873.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",Coal,55319.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,28150.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",Natural Gas,59265.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",Other Biomass,2004.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",Petroleum,869.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,265519.0
Minnesota,2022,"Electric Generators, Electric Utilities",Coal,5726865.0
Minnesota,2022,"Electric Generators, Electric Utilities",Hydroelectric Conventional,302985.0
Minnesota,2022,"Electric Generators, Electric Utilities",Natural Gas,2112431.0
Minnesota,2022,"Electric Generators, Electric Utilities",Nuclear,6220401.0
Minnesota,2022,"Electric Generators, Electric Utilities",Other,47850.0
Minnesota,2022,"Electric Generators, Electric Utilities",Other Biomass,50313.0
Minnesota,2022,"Electric Generators, Electric Utilities",Petroleum,5045.0
Minnesota,2022,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8816.0
Minnesota,2022,"Electric Generators, Electric Utilities",Wind,2121891.0
Minnesota,2022,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,5393.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,116795.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Natural Gas,888800.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Other,58444.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Other Biomass,53634.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Petroleum,12.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,809982.0
Minnesota,2022,"Electric Generators, Independent Power Producers",Wind,4902322.0
Minnesota,2022,Total Electric Power Industry,Coal,5789685.0
Minnesota,2022,Total Electric Power Industry,Hydroelectric Conventional,447930.0
Minnesota,2022,Total Electric Power Industry,Natural Gas,3450312.0
Minnesota,2022,Total Electric Power Industry,Nuclear,6220401.0
Minnesota,2022,Total Electric Power Industry,Other,119511.0
Minnesota,2022,Total Electric Power Industry,Other Biomass,141952.0
Minnesota,2022,Total Electric Power Industry,Petroleum,6759.0
Minnesota,2022,Total Electric Power Industry,Solar Thermal and Photovoltaic,818798.0
Minnesota,2022,Total Electric Power Industry,Wind,7036972.0
Minnesota,2022,Total Electric Power Industry,Wood and Wood Derived Fuels,378230.0
Mississippi,2001,"Combined Heat and Power, Commercial Power",Natural Gas,21179.0
Mississippi,2001,"Combined Heat and Power, Commercial Power",Petroleum,1586.0
Mississippi,2001,"Combined Heat and Power, Electric Power",Natural Gas,1439577.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",Natural Gas,702700.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",Other,147.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",Other Gases,0.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",Petroleum,21502.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1432116.0
Mississippi,2001,"Electric Generators, Electric Utilities",Coal,19196064.0
Mississippi,2001,"Electric Generators, Electric Utilities",Natural Gas,13309722.0
Mississippi,2001,"Electric Generators, Electric Utilities",Nuclear,9923882.0
Mississippi,2001,"Electric Generators, Electric Utilities",Petroleum,5120601.0
Mississippi,2001,"Electric Generators, Independent Power Producers",Natural Gas,2277372.0
Mississippi,2001,Total Electric Power Industry,Coal,19196064.0
Mississippi,2001,Total Electric Power Industry,Natural Gas,17750550.0
Mississippi,2001,Total Electric Power Industry,Nuclear,9923882.0
Mississippi,2001,Total Electric Power Industry,Other,147.0
Mississippi,2001,Total Electric Power Industry,Other Biomass,0.0
Mississippi,2001,Total Electric Power Industry,Other Gases,0.0
Mississippi,2001,Total Electric Power Industry,Petroleum,5143689.0
Mississippi,2001,Total Electric Power Industry,Wood and Wood Derived Fuels,1432116.0
Mississippi,2002,"Combined Heat and Power, Commercial Power",Natural Gas,25280.0
Mississippi,2002,"Combined Heat and Power, Commercial Power",Petroleum,518.0
Mississippi,2002,"Combined Heat and Power, Electric Power",Natural Gas,1365736.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",Natural Gas,392291.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",Other,0.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",Other Gases,37916.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",Petroleum,3425.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,936593.0
Mississippi,2002,"Electric Generators, Electric Utilities",Coal,12483660.0
Mississippi,2002,"Electric Generators, Electric Utilities",Natural Gas,12529809.0
Mississippi,2002,"Electric Generators, Electric Utilities",Nuclear,10059459.0
Mississippi,2002,"Electric Generators, Electric Utilities",Petroleum,26358.0
Mississippi,2002,"Electric Generators, Independent Power Producers",Coal,2369485.0
Mississippi,2002,"Electric Generators, Independent Power Producers",Natural Gas,2658284.0
Mississippi,2002,Total Electric Power Industry,Coal,14853145.0
Mississippi,2002,Total Electric Power Industry,Natural Gas,16971397.0
Mississippi,2002,Total Electric Power Industry,Nuclear,10059459.0
Mississippi,2002,Total Electric Power Industry,Other,0.0
Mississippi,2002,Total Electric Power Industry,Other Biomass,0.0
Mississippi,2002,Total Electric Power Industry,Other Gases,37916.0
Mississippi,2002,Total Electric Power Industry,Petroleum,30301.0
Mississippi,2002,Total Electric Power Industry,Wood and Wood Derived Fuels,936593.0
Mississippi,2003,"Combined Heat and Power, Commercial Power",Natural Gas,26173.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Coal,24719.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Natural Gas,365082.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Other,156.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Other Biomass,7079.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Other Gases,31799.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Petroleum,11461.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1015095.0
Mississippi,2003,"Electric Generators, Electric Utilities",Coal,13742272.0
Mississippi,2003,"Electric Generators, Electric Utilities",Natural Gas,5093814.0
Mississippi,2003,"Electric Generators, Electric Utilities",Nuclear,10902456.0
Mississippi,2003,"Electric Generators, Electric Utilities",Petroleum,1620395.0
Mississippi,2003,"Electric Generators, Independent Power Producers",Coal,3315612.0
Mississippi,2003,"Electric Generators, Independent Power Producers",Natural Gas,3992163.0
Mississippi,2003,Total Electric Power Industry,Coal,17082603.0
Mississippi,2003,Total Electric Power Industry,Natural Gas,9477235.0
Mississippi,2003,Total Electric Power Industry,Nuclear,10902456.0
Mississippi,2003,Total Electric Power Industry,Other,156.0
Mississippi,2003,Total Electric Power Industry,Other Biomass,7079.0
Mississippi,2003,Total Electric Power Industry,Other Gases,31799.0
Mississippi,2003,Total Electric Power Industry,Petroleum,1631855.0
Mississippi,2003,Total Electric Power Industry,Wood and Wood Derived Fuels,1015095.0
Mississippi,2004,"Combined Heat and Power, Commercial Power",Natural Gas,24551.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Coal,8027.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Natural Gas,161598.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Other,1541.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Other Biomass,3090.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Other Gases,40747.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Petroleum,13229.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1511357.0
Mississippi,2004,"Electric Generators, Electric Utilities",Coal,14274786.0
Mississippi,2004,"Electric Generators, Electric Utilities",Natural Gas,5566961.0
Mississippi,2004,"Electric Generators, Electric Utilities",Nuclear,10232766.0
Mississippi,2004,"Electric Generators, Electric Utilities",Petroleum,2763632.0
Mississippi,2004,"Electric Generators, Independent Power Producers",Coal,3194875.0
Mississippi,2004,"Electric Generators, Independent Power Producers",Natural Gas,5865453.0
Mississippi,2004,Total Electric Power Industry,Coal,17477688.0
Mississippi,2004,Total Electric Power Industry,Natural Gas,11618567.0
Mississippi,2004,Total Electric Power Industry,Nuclear,10232766.0
Mississippi,2004,Total Electric Power Industry,Other,1541.0
Mississippi,2004,Total Electric Power Industry,Other Biomass,3090.0
Mississippi,2004,Total Electric Power Industry,Other Gases,40747.0
Mississippi,2004,Total Electric Power Industry,Petroleum,2776859.0
Mississippi,2004,Total Electric Power Industry,Wood and Wood Derived Fuels,1511357.0
Mississippi,2005,"Combined Heat and Power, Commercial Power",Natural Gas,19395.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Coal,8120.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Natural Gas,156665.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Other,5808.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Other Biomass,5344.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Other Gases,20167.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Petroleum,12770.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1516353.0
Mississippi,2005,"Electric Generators, Electric Utilities",Coal,13389905.0
Mississippi,2005,"Electric Generators, Electric Utilities",Natural Gas,5719340.0
Mississippi,2005,"Electric Generators, Electric Utilities",Nuclear,10077846.0
Mississippi,2005,"Electric Generators, Electric Utilities",Petroleum,1432076.0
Mississippi,2005,"Electric Generators, Independent Power Producers",Coal,3237857.0
Mississippi,2005,"Electric Generators, Independent Power Producers",Natural Gas,9464668.0
Mississippi,2005,"Electric Generators, Independent Power Producers",Other,1139.0
Mississippi,2005,Total Electric Power Industry,Coal,16635884.0
Mississippi,2005,Total Electric Power Industry,Natural Gas,15360067.0
Mississippi,2005,Total Electric Power Industry,Nuclear,10077846.0
Mississippi,2005,Total Electric Power Industry,Other,6949.0
Mississippi,2005,Total Electric Power Industry,Other Biomass,5344.0
Mississippi,2005,Total Electric Power Industry,Other Gases,20167.0
Mississippi,2005,Total Electric Power Industry,Petroleum,1444848.0
Mississippi,2005,Total Electric Power Industry,Wood and Wood Derived Fuels,1516353.0
Mississippi,2006,"Combined Heat and Power, Commercial Power",Natural Gas,6585.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Coal,9546.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Natural Gas,278185.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Other,5518.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Other Biomass,6481.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Other Gases,43723.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Petroleum,3379.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1534602.0
Mississippi,2006,"Electric Generators, Electric Utilities",Coal,14907778.0
Mississippi,2006,"Electric Generators, Electric Utilities",Natural Gas,8437012.0
Mississippi,2006,"Electric Generators, Electric Utilities",Nuclear,10418586.0
Mississippi,2006,"Electric Generators, Electric Utilities",Petroleum,395330.0
Mississippi,2006,"Electric Generators, Independent Power Producers",Coal,3188010.0
Mississippi,2006,"Electric Generators, Independent Power Producers",Natural Gas,6984064.0
Mississippi,2006,"Electric Generators, Independent Power Producers",Other,10048.0
Mississippi,2006,Total Electric Power Industry,Coal,18105333.0
Mississippi,2006,Total Electric Power Industry,Natural Gas,15705849.0
Mississippi,2006,Total Electric Power Industry,Nuclear,10418586.0
Mississippi,2006,Total Electric Power Industry,Other,15566.0
Mississippi,2006,Total Electric Power Industry,Other Biomass,6481.0
Mississippi,2006,Total Electric Power Industry,Other Gases,43723.0
Mississippi,2006,Total Electric Power Industry,Petroleum,398709.0
Mississippi,2006,Total Electric Power Industry,Wood and Wood Derived Fuels,1534602.0
Mississippi,2007,"Combined Heat and Power, Commercial Power",Natural Gas,11676.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Coal,3121.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Natural Gas,339320.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Other,7344.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Other Biomass,5019.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Other Gases,42325.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Petroleum,2291.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1488350.0
Mississippi,2007,"Electric Generators, Electric Utilities",Coal,14422788.0
Mississippi,2007,"Electric Generators, Electric Utilities",Natural Gas,10247882.0
Mississippi,2007,"Electric Generators, Electric Utilities",Nuclear,9358784.0
Mississippi,2007,"Electric Generators, Electric Utilities",Petroleum,397079.0
Mississippi,2007,"Electric Generators, Independent Power Producers",Coal,2981415.0
Mississippi,2007,"Electric Generators, Independent Power Producers",Natural Gas,10736297.0
Mississippi,2007,Total Electric Power Industry,Coal,17407325.0
Mississippi,2007,Total Electric Power Industry,Natural Gas,21335173.0
Mississippi,2007,Total Electric Power Industry,Nuclear,9358784.0
Mississippi,2007,Total Electric Power Industry,Other,7344.0
Mississippi,2007,Total Electric Power Industry,Other Biomass,5019.0
Mississippi,2007,Total Electric Power Industry,Other Gases,42325.0
Mississippi,2007,Total Electric Power Industry,Petroleum,399371.0
Mississippi,2007,Total Electric Power Industry,Wood and Wood Derived Fuels,1488350.0
Mississippi,2008,"Combined Heat and Power, Commercial Power",Natural Gas,11918.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Coal,7910.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Natural Gas,296698.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Other,3918.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Other Biomass,5051.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Other Gases,40445.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Petroleum,4682.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1386230.0
Mississippi,2008,"Electric Generators, Electric Utilities",Coal,14033627.0
Mississippi,2008,"Electric Generators, Electric Utilities",Natural Gas,10294164.0
Mississippi,2008,"Electric Generators, Electric Utilities",Nuclear,9396790.0
Mississippi,2008,"Electric Generators, Electric Utilities",Petroleum,71596.0
Mississippi,2008,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,44.0
Mississippi,2008,"Electric Generators, Independent Power Producers",Coal,2641864.0
Mississippi,2008,"Electric Generators, Independent Power Producers",Natural Gas,10004651.0
Mississippi,2008,"Electric Generators, Independent Power Producers",Other,6122.0
Mississippi,2008,Total Electric Power Industry,Coal,16683402.0
Mississippi,2008,Total Electric Power Industry,Natural Gas,20607429.0
Mississippi,2008,Total Electric Power Industry,Nuclear,9396790.0
Mississippi,2008,Total Electric Power Industry,Other,10040.0
Mississippi,2008,Total Electric Power Industry,Other Biomass,5051.0
Mississippi,2008,Total Electric Power Industry,Other Gases,40445.0
Mississippi,2008,Total Electric Power Industry,Petroleum,76280.0
Mississippi,2008,Total Electric Power Industry,Wood and Wood Derived Fuels,1386275.0
Mississippi,2009,"Combined Heat and Power, Commercial Power",Natural Gas,24052.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Coal,2196.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Natural Gas,323952.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Other,9944.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Other Biomass,6961.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Other Gases,24735.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Petroleum,4125.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1417320.0
Mississippi,2009,"Electric Generators, Electric Utilities",Coal,9610810.0
Mississippi,2009,"Electric Generators, Electric Utilities",Natural Gas,14137226.0
Mississippi,2009,"Electric Generators, Electric Utilities",Nuclear,10998515.0
Mississippi,2009,"Electric Generators, Electric Utilities",Petroleum,12475.0
Mississippi,2009,"Electric Generators, Independent Power Producers",Coal,3344658.0
Mississippi,2009,"Electric Generators, Independent Power Producers",Natural Gas,8782067.0
Mississippi,2009,"Electric Generators, Independent Power Producers",Other,2447.0
Mississippi,2009,Total Electric Power Industry,Coal,12957663.0
Mississippi,2009,Total Electric Power Industry,Natural Gas,23267300.0
