State,YEAR,TYPE OF PRODUCER,GENERATION (Megawatthours)
Minnesota,2001,"Combined Heat and Power, Commercial Power",136564.0
Minnesota,2001,"Combined Heat and Power, Electric Power",510127.0
Minnesota,2001,"Combined Heat and Power, Industrial Power",1654521.0
Minnesota,2001,"Electric Generators, Electric Utilities",44798011.0
Minnesota,2001,"Electric Generators, Independent Power Producers",1424000.0
Minnesota,2001,Total Electric Power Industry,48523223.0
Minnesota,2002,"Combined Heat and Power, Commercial Power",123652.0
Minnesota,2002,"Combined Heat and Power, Electric Power",552381.0
Minnesota,2002,"Combined Heat and Power, Industrial Power",2327435.0
Minnesota,2002,"Electric Generators, Electric Utilities",48568713.0
Minnesota,2002,"Electric Generators, Independent Power Producers",1205776.0
Minnesota,2002,Total Electric Power Industry,52777964.0
Minnesota,2003,"Combined Heat and Power, Commercial Power",116934.0
Minnesota,2003,"Combined Heat and Power, Electric Power",697305.0
Minnesota,2003,"Combined Heat and Power, Industrial Power",1801986.0
Minnesota,2003,"Electric Generators, Electric Utilities",49576276.0
Minnesota,2003,"Electric Generators, Independent Power Producers",2858496.0
Minnesota,2003,Total Electric Power Industry,55050995.0
Minnesota,2004,"Combined Heat and Power, Commercial Power",107085.0
Minnesota,2004,"Combined Heat and Power, Electric Power",308693.0
Minnesota,2004,"Combined Heat and Power, Industrial Power",1923637.0
Minnesota,2004,"Electric Generators, Electric Utilities",47232462.0
Minnesota,2004,"Electric Generators, Independent Power Producers",2792249.0
Minnesota,2004,Total Electric Power Industry,52364127.0
Minnesota,2005,"Combined Heat and Power, Commercial Power",108350.0
Minnesota,2005,"Combined Heat and Power, Electric Power",937989.0
Minnesota,2005,"Combined Heat and Power, Industrial Power",1849057.0
Minnesota,2005,"Electric Generators, Electric Utilities",46791349.0
Minnesota,2005,"Electric Generators, Independent Power Producers",3332250.0
Minnesota,2005,Total Electric Power Industry,53018996.0
Minnesota,2006,"Combined Heat and Power, Commercial Power",104023.0
Minnesota,2006,"Combined Heat and Power, Electric Power",638657.0
Minnesota,2006,"Combined Heat and Power, Industrial Power",1648517.0
Minnesota,2006,"Electric Generators, Electric Utilities",46710674.0
Minnesota,2006,"Electric Generators, Independent Power Producers",4135915.0
Minnesota,2006,Total Electric Power Industry,53237789.0
Minnesota,2007,"Combined Heat and Power, Commercial Power",97395.0
Minnesota,2007,"Combined Heat and Power, Electric Power",1142967.0
Minnesota,2007,"Combined Heat and Power, Industrial Power",1670062.0
Minnesota,2007,"Electric Generators, Electric Utilities",47793038.0
Minnesota,2007,"Electric Generators, Independent Power Producers",3774181.0
Minnesota,2007,Total Electric Power Industry,54477646.0
Minnesota,2008,"Combined Heat and Power, Commercial Power",98215.0
Minnesota,2008,"Combined Heat and Power, Electric Power",783565.0
Minnesota,2008,"Combined Heat and Power, Industrial Power",1650776.0
Minnesota,2008,"Electric Generators, Electric Utilities",46758314.0
Minnesota,2008,"Electric Generators, Independent Power Producers",5472491.0
Minnesota,2008,Total Electric Power Industry,54763359.0
Minnesota,2009,"Combined Heat and Power, Commercial Power",130035.0
Minnesota,2009,"Combined Heat and Power, Electric Power",627531.0
Minnesota,2009,"Combined Heat and Power, Industrial Power",1440879.0
Minnesota,2009,"Electric Generators, Electric Utilities",44442210.0
Minnesota,2009,"Electric Generators, Independent Power Producers",5851190.0
Minnesota,2009,Total Electric Power Industry,52491849.0
Minnesota,2010,"Combined Heat and Power, Commercial Power",142873.0
Minnesota,2010,"Combined Heat and Power, Electric Power",559934.0
Minnesota,2010,"Combined Heat and Power, Industrial Power",1629514.0
Minnesota,2010,"Electric Generators, Electric Utilities",45428598.0
Minnesota,2010,"Electric Generators, Independent Power Producers",5909309.0
Minnesota,2010,Total Electric Power Industry,53670227.0
Minnesota,2011,"Combined Heat and Power, Commercial Power",166894.11000000002
Minnesota,2011,"Combined Heat and Power, Electric Power",385298.0
Minnesota,2011,"Combined Heat and Power, Industrial Power",1569754.3
Minnesota,2011,"Electric Generators, Electric Utilities",44310941.11
Minnesota,2011,"Electric Generators, Independent Power Producers",6687174.01
Minnesota,2011,Total Electric Power Industry,53120061.5
Minnesota,2012,"Combined Heat and Power, Commercial Power",172657.46
Minnesota,2012,"Combined Heat and Power, Electric Power",835479.0
Minnesota,2012,"Combined Heat and Power, Industrial Power",1324439.1
Minnesota,2012,"Electric Generators, Electric Utilities",42338048.67
Minnesota,2012,"Electric Generators, Independent Power Producers",7523000.01
Minnesota,2012,Total Electric Power Industry,52193624.18
Minnesota,2013,"Combined Heat and Power, Commercial Power",183285.09
Minnesota,2013,"Combined Heat and Power, Electric Power",493799.94
Minnesota,2013,"Combined Heat and Power, Industrial Power",1487023.34
Minnesota,2013,"Electric Generators, Electric Utilities",41155903.94
Minnesota,2013,"Electric Generators, Independent Power Producers",7976975.32
Minnesota,2013,Total Electric Power Industry,51296987.61
Minnesota,2014,"Combined Heat and Power, Commercial Power",174995.41
Minnesota,2014,"Combined Heat and Power, Electric Power",376896.84
Minnesota,2014,"Combined Heat and Power, Industrial Power",1584329.41
Minnesota,2014,"Electric Generators, Electric Utilities",46398984.76
Minnesota,2014,"Electric Generators, Independent Power Producers",8290178.43
Minnesota,2014,Total Electric Power Industry,56825384.82
Minnesota,2015,"Combined Heat and Power, Commercial Power",190620.0
Minnesota,2015,"Combined Heat and Power, Electric Power",515906.0
Minnesota,2015,"Combined Heat and Power, Industrial Power",1452814.0
Minnesota,2015,"Electric Generators, Electric Utilities",45816978.0
Minnesota,2015,"Electric Generators, Independent Power Producers",9003451.0
Minnesota,2015,Total Electric Power Industry,56979768.0
Minnesota,2016,"Combined Heat and Power, Commercial Power",204418.0
Minnesota,2016,"Combined Heat and Power, Electric Power",679202.0
Minnesota,2016,"Combined Heat and Power, Industrial Power",1403344.0
Minnesota,2016,"Electric Generators, Electric Utilities",47984837.0
Minnesota,2016,"Electric Generators, Independent Power Producers",9206952.0
Minnesota,2016,Total Electric Power Industry,59478752.0
Minnesota,2017,"Combined Heat and Power, Commercial Power",183772.0
Minnesota,2017,"Combined Heat and Power, Electric Power",632095.0
Minnesota,2017,"Combined Heat and Power, Industrial Power",1496819.0
Minnesota,2017,"Electric Generators, Electric Utilities",45689792.0
Minnesota,2017,"Electric Generators, Independent Power Producers",10746352.0
Minnesota,2017,Total Electric Power Industry,58748832.0
Minnesota,2018,"Combined Heat and Power, Commercial Power",193037.0
Minnesota,2018,"Combined Heat and Power, Electric Power",771360.0
Minnesota,2018,"Combined Heat and Power, Industrial Power",1331469.0
Minnesota,2018,"Electric Generators, Electric Utilities",48577297.0
Minnesota,2018,"Electric Generators, Independent Power Producers",10644276.0
Minnesota,2018,Total Electric Power Industry,61517441.0
Minnesota,2019,"Combined Heat and Power, Commercial Power",190942.0
Minnesota,2019,"Combined Heat and Power, Electric Power",876862.0
Minnesota,2019,"Combined Heat and Power, Industrial Power",1126700.0
Minnesota,2019,"Electric Generators, Electric Utilities",44812410.0
Minnesota,2019,"Electric Generators, Independent Power Producers",12372475.0
Minnesota,2019,Total Electric Power Industry,59379389.0
Minnesota,2020,"Combined Heat and Power, Commercial Power",209278.0
Minnesota,2020,"Combined Heat and Power, Electric Power",1083559.0
Minnesota,2020,"Combined Heat and Power, Industrial Power",977749.0
Minnesota,2020,"Electric Generators, Electric Utilities",40271150.0
Minnesota,2020,"Electric Generators, Independent Power Producers",13968408.0
Minnesota,2020,Total Electric Power Industry,56510143.0
Minnesota,2021,"Combined Heat and Power, Commercial Power",294467.0
Minnesota,2021,"Combined Heat and Power, Electric Power",1060443.0
Minnesota,2021,"Combined Heat and Power, Industrial Power",1009953.0
Minnesota,2021,"Electric Generators, Electric Utilities",42688351.0
Minnesota,2021,"Electric Generators, Independent Power Producers",14574805.0
Minnesota,2021,Total Electric Power Industry,59628021.0
Minnesota,2022,"Combined Heat and Power, Commercial Power",136397.0
Minnesota,2022,"Combined Heat and Power, Electric Power",431044.0
Minnesota,2022,"Combined Heat and Power, Industrial Power",411126.0
Minnesota,2022,"Electric Generators, Electric Utilities",16601989.0
Minnesota,2022,"Electric Generators, Independent Power Producers",6829990.0
Minnesota,2022,Total Electric Power Industry,24410547.0
Mississippi,2001,"Combined Heat and Power, Commercial Power",22765.0
Mississippi,2001,"Combined Heat and Power, Electric Power",1439577.0
Mississippi,2001,"Combined Heat and Power, Industrial Power",2156465.0
Mississippi,2001,"Electric Generators, Electric Utilities",47550269.0
Mississippi,2001,"Electric Generators, Independent Power Producers",2277372.0
Mississippi,2001,Total Electric Power Industry,53446448.0
Mississippi,2002,"Combined Heat and Power, Commercial Power",25798.0
Mississippi,2002,"Combined Heat and Power, Electric Power",1365736.0
Mississippi,2002,"Combined Heat and Power, Industrial Power",1370225.0
Mississippi,2002,"Electric Generators, Electric Utilities",35099286.0
Mississippi,2002,"Electric Generators, Independent Power Producers",5029820.0
Mississippi,2002,Total Electric Power Industry,42890862.0
Mississippi,2003,"Combined Heat and Power, Commercial Power",26173.0
Mississippi,2003,"Combined Heat and Power, Industrial Power",1455392.0
Mississippi,2003,"Electric Generators, Electric Utilities",31358936.0
Mississippi,2003,"Electric Generators, Independent Power Producers",7307775.0
Mississippi,2003,Total Electric Power Industry,40148278.0
Mississippi,2004,"Combined Heat and Power, Commercial Power",24551.0
Mississippi,2004,"Combined Heat and Power, Industrial Power",1739589.0
Mississippi,2004,"Electric Generators, Electric Utilities",32838145.0
Mississippi,2004,"Electric Generators, Independent Power Producers",9060328.0
Mississippi,2004,Total Electric Power Industry,43662613.0
Mississippi,2005,"Combined Heat and Power, Commercial Power",19395.0
Mississippi,2005,"Combined Heat and Power, Industrial Power",1725227.0
Mississippi,2005,"Electric Generators, Electric Utilities",30619166.0
Mississippi,2005,"Electric Generators, Independent Power Producers",12703664.0
Mississippi,2005,Total Electric Power Industry,45067454.0
Mississippi,2006,"Combined Heat and Power, Commercial Power",6585.0
Mississippi,2006,"Combined Heat and Power, Industrial Power",1881435.0
Mississippi,2006,"Electric Generators, Electric Utilities",34158708.0
Mississippi,2006,"Electric Generators, Independent Power Producers",10182122.0
Mississippi,2006,Total Electric Power Industry,46228847.0
Mississippi,2007,"Combined Heat and Power, Commercial Power",11676.0
Mississippi,2007,"Combined Heat and Power, Industrial Power",1887766.0
Mississippi,2007,"Electric Generators, Electric Utilities",34426533.0
Mississippi,2007,"Electric Generators, Independent Power Producers",13717711.0
Mississippi,2007,Total Electric Power Industry,50043686.0
Mississippi,2008,"Combined Heat and Power, Commercial Power",11918.0
Mississippi,2008,"Combined Heat and Power, Industrial Power",1744935.0
Mississippi,2008,"Electric Generators, Electric Utilities",33796219.0
Mississippi,2008,"Electric Generators, Independent Power Producers",12652636.0
Mississippi,2008,Total Electric Power Industry,48205711.0
Mississippi,2009,"Combined Heat and Power, Commercial Power",24052.0
Mississippi,2009,"Combined Heat and Power, Industrial Power",1789235.0
Mississippi,2009,"Electric Generators, Electric Utilities",34759025.0
Mississippi,2009,"Electric Generators, Independent Power Producers",12129172.0
Mississippi,2009,Total Electric Power Industry,48701485.0
Mississippi,2010,"Combined Heat and Power, Commercial Power",22371.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",1844886.0
Mississippi,2010,"Electric Generators, Electric Utilities",40841436.0
Mississippi,2010,"Electric Generators, Independent Power Producers",11778568.0
Mississippi,2010,Total Electric Power Industry,54487260.0
Mississippi,2011,"Combined Heat and Power, Commercial Power",24073.0
Mississippi,2011,"Combined Heat and Power, Industrial Power",1831376.01
Mississippi,2011,"Electric Generators, Electric Utilities",41831306.01
Mississippi,2011,"Electric Generators, Independent Power Producers",7884187.65
Mississippi,2011,Total Electric Power Industry,51570942.66
Mississippi,2012,"Combined Heat and Power, Commercial Power",21552.02
Mississippi,2012,"Combined Heat and Power, Industrial Power",2980118.01
Mississippi,2012,"Electric Generators, Electric Utilities",41077315.0
Mississippi,2012,"Electric Generators, Independent Power Producers",10505310.0
Mississippi,2012,Total Electric Power Industry,54584294.99
Mississippi,2013,"Combined Heat and Power, Commercial Power",22550.01
Mississippi,2013,"Combined Heat and Power, Industrial Power",2794383.9
Mississippi,2013,"Electric Generators, Electric Utilities",45413403.01
Mississippi,2013,"Electric Generators, Independent Power Producers",4579927.0
Mississippi,2013,Total Electric Power Industry,52810263.9
Mississippi,2014,"Combined Heat and Power, Commercial Power",21574.98
Mississippi,2014,"Combined Heat and Power, Industrial Power",2901323.29
Mississippi,2014,"Electric Generators, Electric Utilities",43427847.01
Mississippi,2014,"Electric Generators, Independent Power Producers",8513600.84
Mississippi,2014,Total Electric Power Industry,54864346.12
Mississippi,2015,"Combined Heat and Power, Commercial Power",7117.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",1912811.0
Mississippi,2015,"Electric Generators, Electric Utilities",56272952.0
Mississippi,2015,"Electric Generators, Independent Power Producers",6564985.0
Mississippi,2015,Total Electric Power Industry,64757864.0
Mississippi,2016,"Combined Heat and Power, Commercial Power",0.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",1936824.0
Mississippi,2016,"Electric Generators, Electric Utilities",54759579.0
Mississippi,2016,"Electric Generators, Independent Power Producers",6184894.0
Mississippi,2016,Total Electric Power Industry,62881295.0
Mississippi,2017,"Combined Heat and Power, Commercial Power",5358.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",1921022.0
Mississippi,2017,"Electric Generators, Electric Utilities",51510004.0
Mississippi,2017,"Electric Generators, Independent Power Producers",6291253.0
Mississippi,2017,Total Electric Power Industry,59727638.0
Mississippi,2018,"Combined Heat and Power, Commercial Power",0.0
Mississippi,2018,"Combined Heat and Power, Industrial Power",1914769.0
Mississippi,2018,"Electric Generators, Electric Utilities",53310877.0
Mississippi,2018,"Electric Generators, Independent Power Producers",8248125.0
Mississippi,2018,Total Electric Power Industry,63473772.0
Mississippi,2019,"Combined Heat and Power, Commercial Power",0.0
Mississippi,2019,"Combined Heat and Power, Industrial Power",1891100.0
Mississippi,2019,"Electric Generators, Electric Utilities",61365560.0
Mississippi,2019,"Electric Generators, Independent Power Producers",2702100.0
Mississippi,2019,Total Electric Power Industry,65958760.0
Mississippi,2020,"Combined Heat and Power, Commercial Power",0.0
Mississippi,2020,"Combined Heat and Power, Industrial Power",1974147.0
Mississippi,2020,"Electric Generators, Electric Utilities",61840530.0
Mississippi,2020,"Electric Generators, Independent Power Producers",2767113.0
Mississippi,2020,Total Electric Power Industry,66581789.0
Mississippi,2021,"Combined Heat and Power, Commercial Power",0.0
Mississippi,2021,"Combined Heat and Power, Industrial Power",1973656.0
Mississippi,2021,"Electric Generators, Electric Utilities",63535757.0
Mississippi,2021,"Electric Generators, Independent Power Producers",3203912.0
Mississippi,2021,Total Electric Power Industry,68713326.0
Mississippi,2022,"Combined Heat and Power, Commercial Power",0.0
Mississippi,2022,"Combined Heat and Power, Industrial Power",765781.0
Mississippi,2022,"Electric Generators, Electric Utilities",23821307.0
Mississippi,2022,"Electric Generators, Independent Power Producers",1400704.0
Mississippi,2022,Total Electric Power Industry,25987793.0
Missouri,2001,"Combined Heat and Power, Commercial Power",137460.0
Missouri,2001,"Combined Heat and Power, Industrial Power",190445.0
Missouri,2001,"Electric Generators, Electric Utilities",78990877.0
Missouri,2001,"Electric Generators, Independent Power Producers",226090.0
Missouri,2001,Total Electric Power Industry,79544872.0
Missouri,2002,"Combined Heat and Power, Commercial Power",140366.0
Missouri,2002,"Combined Heat and Power, Industrial Power",186248.0
Missouri,2002,"Electric Generators, Electric Utilities",79796801.0
Missouri,2002,"Electric Generators, Independent Power Producers",1038781.0
Missouri,2002,Total Electric Power Industry,81162196.0
Missouri,2003,"Combined Heat and Power, Commercial Power",134075.0
Missouri,2003,"Combined Heat and Power, Industrial Power",205468.0
Missouri,2003,"Electric Generators, Electric Utilities",86102106.0
Missouri,2003,"Electric Generators, Independent Power Producers",783437.0
Missouri,2003,Total Electric Power Industry,87225087.0
Missouri,2004,"Combined Heat and Power, Commercial Power",155288.0
Missouri,2004,"Combined Heat and Power, Electric Power",46230.0
Missouri,2004,"Combined Heat and Power, Industrial Power",183556.0
Missouri,2004,"Electric Generators, Electric Utilities",86419717.0
Missouri,2004,"Electric Generators, Independent Power Producers",828120.0
Missouri,2004,Total Electric Power Industry,87632910.0
Missouri,2005,"Combined Heat and Power, Commercial Power",162746.0
Missouri,2005,"Combined Heat and Power, Electric Power",5236.0
Missouri,2005,"Combined Heat and Power, Industrial Power",182108.0
Missouri,2005,"Electric Generators, Electric Utilities",90159044.0
Missouri,2005,"Electric Generators, Independent Power Producers",319094.0
Missouri,2005,Total Electric Power Industry,90828230.0
Missouri,2006,"Combined Heat and Power, Commercial Power",200748.0
Missouri,2006,"Combined Heat and Power, Electric Power",30406.0
Missouri,2006,"Combined Heat and Power, Industrial Power",172113.0
Missouri,2006,"Electric Generators, Electric Utilities",91118305.0
Missouri,2006,"Electric Generators, Independent Power Producers",164770.0
Missouri,2006,Total Electric Power Industry,91686343.0
Missouri,2007,"Combined Heat and Power, Commercial Power",194006.0
Missouri,2007,"Combined Heat and Power, Electric Power",44941.0
Missouri,2007,"Combined Heat and Power, Industrial Power",168411.0
Missouri,2007,"Electric Generators, Electric Utilities",89925725.0
Missouri,2007,"Electric Generators, Independent Power Producers",819998.0
Missouri,2007,Total Electric Power Industry,91153082.0
Missouri,2008,"Combined Heat and Power, Commercial Power",151059.0
Missouri,2008,"Combined Heat and Power, Electric Power",126818.0
Missouri,2008,"Combined Heat and Power, Industrial Power",149688.0
Missouri,2008,"Electric Generators, Electric Utilities",89178554.0
Missouri,2008,"Electric Generators, Independent Power Producers",1422675.0
Missouri,2008,Total Electric Power Industry,91028797.0
Missouri,2009,"Combined Heat and Power, Commercial Power",104410.0
Missouri,2009,"Combined Heat and Power, Electric Power",41373.0
Missouri,2009,"Combined Heat and Power, Industrial Power",120826.0
Missouri,2009,"Electric Generators, Electric Utilities",86704765.0
Missouri,2009,"Electric Generators, Independent Power Producers",1382898.0
Missouri,2009,Total Electric Power Industry,88354272.0
Missouri,2010,"Combined Heat and Power, Commercial Power",124625.0
Missouri,2010,"Combined Heat and Power, Electric Power",54513.0
Missouri,2010,"Combined Heat and Power, Industrial Power",114434.0
Missouri,2010,"Electric Generators, Electric Utilities",90176806.0
Missouri,2010,"Electric Generators, Independent Power Producers",1842610.0
Missouri,2010,Total Electric Power Industry,92312990.0
Missouri,2011,"Combined Heat and Power, Commercial Power",145672.01
Missouri,2011,"Combined Heat and Power, Electric Power",40925.0
Missouri,2011,"Combined Heat and Power, Industrial Power",71150.22
Missouri,2011,"Electric Generators, Electric Utilities",92673784.48
Missouri,2011,"Electric Generators, Independent Power Producers",1997909.02
Missouri,2011,Total Electric Power Industry,94929440.71
Missouri,2012,"Combined Heat and Power, Commercial Power",159504.0
Missouri,2012,"Combined Heat and Power, Electric Power",49454.0
Missouri,2012,"Combined Heat and Power, Industrial Power",51547.95
Missouri,2012,"Electric Generators, Electric Utilities",88747137.67999999
Missouri,2012,"Electric Generators, Independent Power Producers",2796677.0100000002
Missouri,2012,Total Electric Power Industry,91804320.62
Missouri,2013,"Combined Heat and Power, Commercial Power",165911.01
Missouri,2013,"Combined Heat and Power, Electric Power",58544.84
Missouri,2013,"Combined Heat and Power, Industrial Power",57372.630000000005
Missouri,2013,"Electric Generators, Electric Utilities",89217205.47
Missouri,2013,"Electric Generators, Independent Power Producers",2127558.99
Missouri,2013,Total Electric Power Industry,91626592.93
Missouri,2014,"Combined Heat and Power, Commercial Power",165158.1
Missouri,2014,"Combined Heat and Power, Electric Power",63188.35
Missouri,2014,"Combined Heat and Power, Industrial Power",68876.73
Missouri,2014,"Electric Generators, Electric Utilities",85489152.38
Missouri,2014,"Electric Generators, Independent Power Producers",2287661.33
Missouri,2014,Total Electric Power Industry,88074036.83
Missouri,2015,"Combined Heat and Power, Commercial Power",163979.0
Missouri,2015,"Combined Heat and Power, Electric Power",39631.0
Missouri,2015,"Combined Heat and Power, Industrial Power",43202.0
Missouri,2015,"Electric Generators, Electric Utilities",80878917.0
Missouri,2015,"Electric Generators, Independent Power Producers",2514336.0
Missouri,2015,Total Electric Power Industry,83640067.0
Missouri,2016,"Combined Heat and Power, Commercial Power",198725.0
Missouri,2016,"Combined Heat and Power, Electric Power",56360.0
Missouri,2016,"Combined Heat and Power, Industrial Power",47243.0
Missouri,2016,"Electric Generators, Electric Utilities",75449279.0
Missouri,2016,"Electric Generators, Independent Power Producers",2859904.0
Missouri,2016,Total Electric Power Industry,78611511.0
Missouri,2017,"Combined Heat and Power, Commercial Power",174556.0
Missouri,2017,"Combined Heat and Power, Electric Power",61601.0
Missouri,2017,"Combined Heat and Power, Industrial Power",46185.0
Missouri,2017,"Electric Generators, Electric Utilities",81060604.0
Missouri,2017,"Electric Generators, Independent Power Producers",3263786.0
Missouri,2017,Total Electric Power Industry,84606730.0
Missouri,2018,"Combined Heat and Power, Commercial Power",174501.0
Missouri,2018,"Combined Heat and Power, Electric Power",84107.0
Missouri,2018,"Combined Heat and Power, Industrial Power",42676.0
Missouri,2018,"Electric Generators, Electric Utilities",79780366.0
Missouri,2018,"Electric Generators, Independent Power Producers",5013733.0
Missouri,2018,Total Electric Power Industry,85095382.0
Missouri,2019,"Combined Heat and Power, Commercial Power",191502.0
Missouri,2019,"Combined Heat and Power, Electric Power",61404.0
Missouri,2019,"Combined Heat and Power, Industrial Power",34358.0
Missouri,2019,"Electric Generators, Electric Utilities",72581296.0
Missouri,2019,"Electric Generators, Independent Power Producers",5410194.0
Missouri,2019,Total Electric Power Industry,78278751.0
Missouri,2020,"Combined Heat and Power, Commercial Power",173687.0
Missouri,2020,"Combined Heat and Power, Electric Power",38710.0
Missouri,2020,"Combined Heat and Power, Industrial Power",39954.0
Missouri,2020,"Electric Generators, Electric Utilities",66734459.0
Missouri,2020,"Electric Generators, Independent Power Producers",5581061.0
Missouri,2020,Total Electric Power Industry,72567870.0
Missouri,2021,"Combined Heat and Power, Commercial Power",194533.0
Missouri,2021,"Combined Heat and Power, Electric Power",35308.0
Missouri,2021,"Combined Heat and Power, Industrial Power",43681.0
Missouri,2021,"Electric Generators, Electric Utilities",70672592.0
Missouri,2021,"Electric Generators, Independent Power Producers",6869866.0
Missouri,2021,Total Electric Power Industry,77815979.0
Missouri,2022,"Combined Heat and Power, Commercial Power",78778.0
Missouri,2022,"Combined Heat and Power, Electric Power",18724.0
Missouri,2022,"Combined Heat and Power, Industrial Power",23522.0
Missouri,2022,"Electric Generators, Electric Utilities",28265806.0
Missouri,2022,"Electric Generators, Independent Power Producers",3341900.0
Missouri,2022,Total Electric Power Industry,31728729.0
Montana,2001,"Combined Heat and Power, Electric Power",425959.0
Montana,2001,"Combined Heat and Power, Industrial Power",74715.0
Montana,2001,"Electric Generators, Electric Utilities",4415945.0
Montana,2001,"Electric Generators, Independent Power Producers",19315868.0
Montana,2001,Total Electric Power Industry,24232487.0
Montana,2002,"Combined Heat and Power, Electric Power",348123.0
Montana,2002,"Combined Heat and Power, Industrial Power",72105.0
Montana,2002,"Electric Generators, Electric Utilities",6726241.0
Montana,2002,"Electric Generators, Independent Power Producers",18327237.0
Montana,2002,Total Electric Power Industry,25473706.0
Montana,2003,"Combined Heat and Power, Electric Power",378065.0
Montana,2003,"Combined Heat and Power, Industrial Power",77945.0
Montana,2003,"Electric Generators, Electric Utilities",6020682.0
Montana,2003,"Electric Generators, Independent Power Producers",19792032.0
Montana,2003,Total Electric Power Industry,26268726.0
Montana,2004,"Combined Heat and Power, Electric Power",433670.0
Montana,2004,"Combined Heat and Power, Industrial Power",78384.0
Montana,2004,"Electric Generators, Electric Utilities",6066405.0
Montana,2004,"Electric Generators, Independent Power Producers",20210314.0
Montana,2004,Total Electric Power Industry,26788768.0
Montana,2005,"Combined Heat and Power, Electric Power",412466.0
Montana,2005,"Combined Heat and Power, Industrial Power",88081.0
Montana,2005,"Electric Generators, Electric Utilities",6587015.0
Montana,2005,"Electric Generators, Independent Power Producers",20851213.0
Montana,2005,Total Electric Power Industry,27938778.0
Montana,2006,"Combined Heat and Power, Electric Power",408031.0
Montana,2006,"Combined Heat and Power, Industrial Power",115506.0
Montana,2006,"Electric Generators, Electric Utilities",6956390.0
Montana,2006,"Electric Generators, Independent Power Producers",20763611.0
Montana,2006,Total Electric Power Industry,28243536.0
Montana,2007,"Combined Heat and Power, Electric Power",481725.0
Montana,2007,"Combined Heat and Power, Industrial Power",121046.0
Montana,2007,"Electric Generators, Electric Utilities",6342289.0
Montana,2007,"Electric Generators, Independent Power Producers",21986435.0
Montana,2007,Total Electric Power Industry,28931492.0
Montana,2008,"Combined Heat and Power, Electric Power",404942.0
Montana,2008,"Combined Heat and Power, Industrial Power",128382.0
Montana,2008,"Electric Generators, Electric Utilities",6902037.0
Montana,2008,"Electric Generators, Independent Power Producers",22201775.0
Montana,2008,Total Electric Power Industry,29637137.0
Montana,2009,"Combined Heat and Power, Electric Power",479335.0
Montana,2009,"Combined Heat and Power, Industrial Power",104774.0
Montana,2009,"Electric Generators, Electric Utilities",6275964.0
Montana,2009,"Electric Generators, Independent Power Producers",19852667.0
Montana,2009,Total Electric Power Industry,26712736.0
Montana,2010,"Combined Heat and Power, Electric Power",397527.0
Montana,2010,"Combined Heat and Power, Industrial Power",103167.0
Montana,2010,"Electric Generators, Electric Utilities",6271182.0
Montana,2010,"Electric Generators, Independent Power Producers",23019309.0
Montana,2010,Total Electric Power Industry,29791181.0
Montana,2011,"Combined Heat and Power, Electric Power",444292.0
Montana,2011,"Combined Heat and Power, Industrial Power",8580.63
Montana,2011,"Electric Generators, Electric Utilities",9547800.01
Montana,2011,"Electric Generators, Independent Power Producers",20127869.96
Montana,2011,Total Electric Power Industry,30128542.59
Montana,2012,"Combined Heat and Power, Electric Power",454794.0
Montana,2012,"Combined Heat and Power, Industrial Power",8652.41
Montana,2012,"Electric Generators, Electric Utilities",8486142.34
Montana,2012,"Electric Generators, Independent Power Producers",18855194.86
Montana,2012,Total Electric Power Industry,27804783.63
Montana,2013,"Combined Heat and Power, Electric Power",448668.0
Montana,2013,"Combined Heat and Power, Industrial Power",14977.01
Montana,2013,"Electric Generators, Electric Utilities",7361898.01
Montana,2013,"Electric Generators, Independent Power Producers",19861783.31
Montana,2013,Total Electric Power Industry,27687326.3
Montana,2014,"Combined Heat and Power, Electric Power",404660.0
Montana,2014,"Combined Heat and Power, Industrial Power",10778.99
Montana,2014,"Electric Generators, Electric Utilities",8632221.32
Montana,2014,"Electric Generators, Independent Power Producers",21194870.97
Montana,2014,Total Electric Power Industry,30242531.3
Montana,2015,"Combined Heat and Power, Electric Power",500087.0
Montana,2015,"Combined Heat and Power, Industrial Power",27781.0
Montana,2015,"Electric Generators, Electric Utilities",10717102.0
Montana,2015,"Electric Generators, Independent Power Producers",18057431.0
Montana,2015,Total Electric Power Industry,29302402.0
Montana,2016,"Combined Heat and Power, Electric Power",452014.0
Montana,2016,"Combined Heat and Power, Industrial Power",30033.0
Montana,2016,"Electric Generators, Electric Utilities",10810501.0
Montana,2016,"Electric Generators, Independent Power Producers",16490980.0
Montana,2016,Total Electric Power Industry,27783530.0
Montana,2017,"Combined Heat and Power, Electric Power",459443.0
Montana,2017,"Combined Heat and Power, Industrial Power",31235.0
Montana,2017,"Electric Generators, Electric Utilities",11544985.0
Montana,2017,"Electric Generators, Independent Power Producers",16185282.0
Montana,2017,Total Electric Power Industry,28220947.0
Montana,2018,"Combined Heat and Power, Electric Power",442910.0
Montana,2018,"Combined Heat and Power, Industrial Power",35675.0
Montana,2018,"Electric Generators, Electric Utilities",12087482.0
Montana,2018,"Electric Generators, Independent Power Producers",15646762.0
Montana,2018,Total Electric Power Industry,28212831.0
Montana,2019,"Combined Heat and Power, Electric Power",459719.0
Montana,2019,"Combined Heat and Power, Industrial Power",32413.0
